league,date,Blue,Red,winner,BT,BTC,BTK,BTD,BTA,BTCS,BTG,BJ,BJC,BJK,BJD,BJA,BJCS,BJG,BM,BMC,BMK,BMD,BMA,BMCS,BMG,BA,BAC,BAK,BAD,BAA,BACS,BAG,BS,BSC,BSK,BSD,BSA,BSCS,BSG,RT,RTC,RTK,RTD,RTA,RTCS,RTG,RJ,RJC,RJK,RJD,RJA,RJCS,RJG,RM,RMC,RMK,RMD,RMA,RMCS,RMG,RA,RAC,RAK,RAD,RAA,RACS,RAG,RS,RSC,RSK,RSD,RSA,RSCS,RSG
2013LCKSPRING,2013-05-04,CJ Entus Blaze,NaJin Sword,1,Flame,Diana,1,4,12,329,,Helios (Shin Dong-jin),Lee Sin,1,5,14,116,,Ambition,Jayce,7,5,12,292,,Cpt Jack,Varus,10,3,11,303,,Lustboy,Lulu,3,6,14,38,,MakNooN,Kennen,3,5,12,233,,Watch,Hecarim,0,5,13,164,,SSONG,Karthus,15,5,4,310,,PraY,Vayne,5,4,11,251,,Cain,Thresh,0,3,15,14,
2013LCKSPRING,2013-05-04,NaJin Sword,CJ Entus Blaze,0,MakNooN,Rumble,4,6,11,184,,Watch,Jarvan IV,2,4,13,111,,SSONG,Kha'Zix,3,4,11,338,,PraY,Miss Fortune,12,3,5,314,,Cain,Leona,2,4,12,21,,Flame,Kennen,8,3,10,357,,Helios (Shin Dong-jin),Lee Sin,2,7,8,126,,Ambition,Jayce,4,3,13,360,,Cpt Jack,Vayne,6,4,3,251,,Lustboy,Lulu,1,6,14,36,
2013LCKSPRING,2013-04-03,SK Telecom T1 1,CJ Entus Frost,1,Reapered,Vladimir,7,1,5,240,,H0R0,Volibear,1,2,8,74,,SuNo,Diana,3,2,9,185,,Raven (Kim Ae-jun),Kog'Maw,7,2,8,179,,StarLast,Thresh,2,2,14,37,,Shy,Olaf,2,6,5,176,,CloudTemplar,Jarvan IV,1,5,4,95,,RapidStar,Lux,1,1,4,195,,Hermes,Caitlyn,5,4,0,217,,MadLife,Kayle,0,4,2,8,
2013LCKSPRING,2013-04-03,CJ Entus Frost,SK Telecom T1 1,1,Shy,Elise,1,1,7,210,,CloudTemplar,Shen,1,1,12,149,,RapidStar,Karthus,1,2,14,251,,Hermes,Caitlyn,11,1,3,270,,MadLife,Sona,2,2,14,14,,Reapered,Jayce,2,4,2,212,,H0R0,Volibear,2,2,3,81,,SuNo,Lux,1,3,3,250,,Raven (Kim Ae-jun),Kog'Maw,0,5,3,203,,StarLast,Kayle,2,2,1,59,
2013LCKSPRING,2013-04-05,Incredible Miracle,NaJin Shield,0,Smeb,Shen,2,3,4,219,,Lilac (Jeon Ho-jin),Volibear,0,6,7,77,,MidKing,Karthus,5,4,3,372,,Paragon,Caitlyn,2,5,5,300,,Lasha,Lulu,0,3,8,34,,Expession,Kennen,5,1,9,288,,NoFe,Jarvan IV,2,2,17,108,,Save,Lux,5,1,10,317,,Locodoco,Miss Fortune,8,2,10,284,,Wolf (Lee Jae-wan),Sona,1,3,19,24,
2013LCKSPRING,2013-04-05,NaJin Shield,Incredible Miracle,0,Expession,Nidalee,2,2,1,256,,NoFe,Lee Sin,1,1,3,76,,Save,Twisted Fate,1,2,3,236,,Locodoco,Caitlyn,4,0,3,263,,Wolf (Lee Jae-wan),Sona,0,2,5,10,,Smeb,Rumble,2,2,2,188,,Lilac (Jeon Ho-jin),Jarvan IV,0,3,5,109,,MidKing,Jayce,3,1,1,246,,Paragon,Varus,2,1,2,216,,Lasha,Kayle,0,1,2,5,
2013LCKSPRING,2013-04-06,ahq Korea,KT Rolster B,1,TrAce,Elise,5,3,6,100,,ActScene,Nasus,5,1,13,116,,HooN (Kim Nam-hoon),Ryze,3,3,11,181,,Promise (Cheon Min-ki),Varus,7,2,9,176,,Wraith,Sona,2,2,15,16,,Ssumday,Renekton,0,5,6,150,,InSec,Volibear,2,5,8,71,,Ryu,Diana,7,6,3,155,,Score,Caitlyn,1,3,5,193,,Mafa,Kayle,1,3,7,25,
2013LCKSPRING,2013-04-06,KT Rolster B,ahq Korea,1,Ssumday,Renekton,3,1,13,211,,InSec,Nocturne,2,1,9,107,,Ryu,Karthus,5,5,7,205,,Score,Caitlyn,8,1,8,210,,Mafa,Sona,2,1,16,20,,TrAce,Jarvan IV,1,2,4,164,,ActScene,Vi,2,4,4,115,,HooN (Kim Nam-hoon),Evelynn,4,5,5,162,,Promise (Cheon Min-ki),Vayne,2,4,2,163,,Wraith,Kayle,0,5,6,7,
2013LCKSPRING,2013-04-10,Incredible Miracle,SK Telecom T1 1,1,Smeb,Shen,7,1,9,158,,Lilac (Jeon Ho-jin),Jarvan IV,3,2,12,120,,MidKing,Ahri,2,1,8,159,,Paragon,Caitlyn,6,3,5,181,,Lasha,Zyra,2,3,12,34,,Reapered,Kennen,3,5,2,163,,H0R0,Elise,3,3,2,95,,SuNo,Twisted Fate,3,3,5,223,,Raven (Kim Ae-jun),Varus,1,5,7,182,,StarLast,Sona,0,4,6,26,
2013LCKSPRING,2013-04-10,SK Telecom T1 1,Incredible Miracle,1,Reapered,Elise,7,3,3,234,,H0R0,Jarvan IV,3,1,11,89,,SuNo,Twisted Fate,4,1,6,328,,Raven (Kim Ae-jun),Twitch,4,4,6,258,,StarLast,Lulu,1,3,12,40,,Smeb,Malphite,3,3,4,225,,Lilac (Jeon Ho-jin),Xin Zhao,0,5,7,103,,MidKing,Karthus,7,4,2,289,,Paragon,Caitlyn,2,3,4,245,,Lasha,Sona,0,4,9,24,
2013LCKSPRING,2013-04-12,ahq Korea,CJ Entus Frost,0,TrAce,Kayle,2,1,9,200,,ActScene,Amumu,1,8,8,125,,HooN (Kim Nam-hoon),Katarina,4,4,7,247,,Promise (Cheon Min-ki),Ezreal,4,4,7,266,,Wraith,Sona,1,3,10,15,,Shy,Rumble,3,2,13,250,,CloudTemplar,Jarvan IV,0,4,17,125,,RapidStar,Karthus,6,4,14,295,,Space,Caitlyn,8,1,9,282,,Kish,Lulu,3,1,17,24,
2013LCKSPRING,2013-04-12,CJ Entus Frost,ahq Korea,1,Shy,Elise,1,3,4,258,,CloudTemplar,Nasus,1,4,10,126,,RapidStar,Ryze,4,3,6,281,,Space,Twitch,5,1,7,306,,Kish,Sona,3,2,9,19,,TrAce,Malphite,3,2,5,168,,ActScene,Jarvan IV,3,3,7,127,,HooN (Kim Nam-hoon),Rumble,5,3,4,221,,Promise (Cheon Min-ki),Ezreal,1,4,3,262,,Wraith,Kayle,1,2,4,17,
2013LCKSPRING,2013-04-13,NaJin Shield,KT Rolster B,0,Expession,Shen,2,2,4,255,,NoFe,Volibear,1,2,4,81,,Save,Ryze,3,2,3,211,,Locodoco,Caitlyn,1,3,1,304,,ViNylCat,Janna,0,3,2,11,,Ssumday,Elise,2,3,4,155,,InSec,Nasus,2,1,10,143,,Ryu,Diana,4,2,7,198,,Score,Kog'Maw,3,1,6,244,,Mafa,Lulu,1,0,10,27,
2013LCKSPRING,2013-04-13,KT Rolster B,NaJin Shield,1,Ssumday,Elise,12,4,3,155,,InSec,Lee Sin,2,2,13,129,,Ryu,Twisted Fate,1,4,14,271,,Score,Caitlyn,5,3,13,290,,Mafa,Lulu,1,3,14,65,,Expession,Shen,4,4,7,248,,NoFe,Nocturne,2,4,8,149,,Save,Ryze,6,4,7,272,,Locodoco,Kog'Maw,3,5,5,250,,ViNylCat,Janna,1,4,10,7,
2013LCKSPRING,2013-04-17,SK Telecom T1 1,ahq Korea,0,Reapered,Elise,0,8,5,220,,H0R0,Volibear,2,4,9,139,,SuNo,Twisted Fate,1,4,12,335,,Raven (Kim Ae-jun),Caitlyn,12,3,6,388,,StarLast,Thresh,3,3,13,45,,TrAce,Malphite,4,3,10,183,,ActScene,Nasus,1,5,15,172,,HooN (Kim Nam-hoon),Rumble,6,4,8,206,,Promise (Cheon Min-ki),Miss Fortune,10,2,7,337,,Wraith,Sona,1,4,18,21,
2013LCKSPRING,2013-04-17,ahq Korea,SK Telecom T1 1,0,TrAce,Elise,5,5,6,182,,ActScene,Vi,5,4,5,152,,HooN (Kim Nam-hoon),Diana,4,5,10,303,,Promise (Cheon Min-ki),Caitlyn,2,4,7,232,,Wraith,Sona,1,8,10,21,,Reapered,Shen,7,1,15,227,,H0R0,Nasus,4,3,15,116,,SuNo,Karthus,9,4,11,302,,Raven (Kim Ae-jun),Miss Fortune,4,5,14,258,,StarLast,Thresh,2,4,16,30,
2013LCKSPRING,2013-04-19,Incredible Miracle,KT Rolster B,0,Smeb,Jayce,0,4,1,163,,Lilac (Jeon Ho-jin),Jarvan IV,2,4,1,86,,MidKing,Ryze,0,4,3,142,,Paragon,Caitlyn,1,3,1,182,,Lasha,Thresh,0,3,2,12,,Ssumday,Rumble,2,1,10,108,,InSec,Lee Sin,2,1,10,83,,Ryu,Zed,9,1,4,285,,Score,Varus,4,0,8,196,,Mafa,Sona,1,0,15,20,
2013LCKSPRING,2013-04-19,KT Rolster B,Incredible Miracle,1,Ssumday,Rumble,3,3,11,163,,InSec,Diana,3,2,11,163,,Ryu,Orianna,7,0,12,249,,Score,Caitlyn,5,0,9,260,,Mafa,Lulu,1,2,13,21,,Smeb,Kennen,0,3,5,222,,Lilac (Jeon Ho-jin),Nocturne,4,6,2,137,,MidKing,Lee Sin,2,4,2,188,,Paragon,Varus,1,3,2,210,,Lasha,Sona,0,3,4,25,
2013LCKSPRING,2013-04-20,CJ Entus Frost,NaJin Shield,1,Shy,Jayce,12,0,7,199,13.8,CloudTemplar,Rammus,2,2,15,68,8.4,RapidStar,Twisted Fate,3,0,10,276,13,Hermes,Kog'Maw,1,2,12,208,11.1,MadLife,Thresh,2,0,14,24,8.7,Expession,Kha'Zix,1,4,1,229,8.9,NoFe,Jarvan IV,1,3,3,70,5.8,Save,Diana,2,4,1,175,7.9,Locodoco,Miss Fortune,0,4,1,177,7.4,Wolf (Lee Jae-wan),Sona,0,5,3,17,4.7
2013LCKSPRING,2013-04-20,NaJin Shield,CJ Entus Frost,1,Expession,Rumble,5,0,5,197,11.1,NoFe,Jarvan IV,0,1,16,87,8.5,Save,Diana,5,0,8,183,11.2,Locodoco,Miss Fortune,5,0,6,234,11.9,Wolf (Lee Jae-wan),Sona,3,1,12,20,7.8,Shy,Jayce,1,3,0,191,8.1,CloudTemplar,Rammus,0,5,1,73,5.4,RapidStar,Lux,1,4,0,218,8.7,Hermes,Twitch,0,3,0,274,9.5,MadLife,Thresh,0,3,0,8,5.7
2013LCKSPRING,2013-04-24,NaJin Shield,ahq Korea,1,Expession,Rumble,2,1,7,214,,NoFe,Elise,4,1,4,111,,Save,Kha'Zix,4,0,2,294,,Locodoco,Varus,3,0,4,223,,Wolf (Lee Jae-wan),Thresh,2,2,10,12,,TrAce,Jayce,2,3,2,182,,ActScene,Kayle,0,3,4,126,,HooN (Kim Nam-hoon),Ryze,1,2,1,250,,Promise (Cheon Min-ki),Miss Fortune,1,3,1,207,,Wraith,Sona,0,4,4,8,
2013LCKSPRING,2013-04-24,ahq Korea,NaJin Shield,1,TrAce,Rengar,2,0,7,225,,ActScene,Lee Sin,4,0,9,87,,HooN (Kim Nam-hoon),Katarina,7,0,2,227,,Promise (Cheon Min-ki),Varus,2,0,7,184,,Wraith,Thresh,0,1,9,19,,Expession,Diana,1,3,0,203,,NoFe,Nasus,0,4,0,96,,Save,Kha'Zix,0,2,1,230,,Locodoco,Miss Fortune,0,3,1,176,,Wolf (Lee Jae-wan),Sona,0,3,1,11,
2013LCKSPRING,2013-04-26,Incredible Miracle,CJ Entus Frost,0,Smeb,Rumble,3,4,11,202,,Lilac (Jeon Ho-jin),Zac,2,4,8,113,,MidKing,Zed,4,2,7,262,,Paragon,Vayne,5,3,7,294,,Lasha,Sona,2,5,11,40,,Shy,Jayce,6,3,10,267,,CloudTemplar,Rammus,3,5,9,103,,RapidStar,Diana,3,4,9,340,,Hermes,Kog'Maw,5,2,10,245,,MadLife,Thresh,1,2,14,24,
2013LCKSPRING,2013-04-26,CJ Entus Frost,Incredible Miracle,1,Shy,Jayce,6,3,8,259,,CloudTemplar,Nasus,5,4,13,129,,RapidStar,Diana,7,2,4,327,,Hermes,Miss Fortune,3,4,16,235,,MadLife,Thresh,3,2,15,22,,Smeb,Rumble,3,5,5,202,,Lilac (Jeon Ho-jin),Zac,1,7,7,91,,MidKing,Kha'Zix,7,2,1,341,,Paragon,Ashe,1,6,10,207,,Lasha,Zyra,3,4,7,40,
2013LCKSPRING,2013-04-27,SK Telecom T1 1,KT Rolster B,1,Reapered,Kha'Zix,3,5,4,280,,H0R0,Hecarim,1,0,10,156,,SuNo,Diana,7,1,3,312,,Raven (Kim Ae-jun),Twitch,5,3,5,248,,StarLast,Lulu,0,2,11,18,,Ssumday,Irelia,1,4,3,208,,InSec,Shaco,3,2,4,190,,Ryu,Jayce,3,4,4,244,,Score,Caitlyn,3,3,3,270,,Mafa,Sona,1,3,7,27,
2013LCKSPRING,2013-04-27,KT Rolster B,SK Telecom T1 1,1,Ssumday,Renekton,5,1,7,159,,InSec,Nasus,2,1,12,98,,Ryu,Kha'Zix,8,0,7,223,,Score,Miss Fortune,2,1,11,190,,Mafa,Fiddlesticks,1,2,10,13,,Reapered,Malphite,1,6,3,124,,H0R0,Hecarim,2,3,2,93,,SuNo,Diana,2,4,2,185,,Raven (Kim Ae-jun),Kog'Maw,0,2,1,157,,StarLast,Lulu,0,3,3,13,
